dob,firstName,height,id,lastName,nickname,positionGroupType
1997-07-06,Juninho,176.0,18020,Capixaba,Juninho Capixaba,D
2006-03-28,Kaua,180.0,18905,Elias,Kaua Elias,CF
2004-08-26,Paulo,185.0,18779,Vitor,Paulo Vitor,RCB
2004-01-08,Samuel,178.0,23374,Alves Barroso,Samuel,RB
1988-09-14,Maicon,191.0,17952,Pereira Roque,Maicon,D
1991-01-17,Tiquinho,187.0,17947,Soares,Tiquinho Soares,F
1996-02-13,John,196.0,16252,Victor,John Victor,GK
1994-11-29,Alef,190.0,18502,Manga,Alef Manga,F
2000-02-21,Jhonny,170.0,17995,Lucas,Jhonny Lucas,M
2004-05-03,Andrey,180.0,18430,Santos,Andrey Santos,M
1998-04-01,Alexandre,182.0,16254,Zurawski,Alexandre Alemão,F
1998-03-05,Anderson,190.0,18510,Paixão,Anderson Paixão,GK
2001-01-30,Vinicius,185.0,17967,Zanocelo,Vinicius Zanocelo,M
2000-04-14,Rafael,183.0,16713,Navarro,Rafael Navarro,F
1996-11-05,Pedro,193.0,6575,Raúl,Pedro Raúl,F
1999-02-03,Zé,180.0,17993,Ricardo,Zé Ricardo,M
1993-05-22,Ramiro,169.0,18522,Moschen Benetti,Ramiro,M
1995-02-16,Ademir,172.0,15806,da Silva Santos Junior,Ademir,F
2000-09-29,Gabriel,176.0,16559,Menino,Gabriel Menino,M
1998-02-15,Andrey,175.0,18498,Ramos do Nascimento,Andrey,M
1998-07-29,Matheus,176.0,18006,Santos,Matheusinho,F
1987-10-27,Rodrigo,188.0,16256,Moledo,Rodrigo Moledo,D
1995-09-06,Iury,185.0,18559,Castilho,Iury Castilho,F
1997-03-26,Marcos,176.0,18721,Vinícius,Marcos Vinícius,CM
2004-12-21,Ângelo,182.0,17974,Gabriel,Ângelo Gabriel,F
2005-07-25,Nathan,177.0,18392,Camargo,Nathan Camargo,M
2005-09-20,Lian,,18932,dos Santos da Silva,Lian,F
2001-02-28,Kaique,195.0,15776,Rocha,Kaique Rocha,D
1999-03-22,Bernardo,191.0,18797,Schappo,Bernardo Schappo,LCB
2004-02-15,Kaio,168.0,18505,César,Kaio César,F
1995-03-19,Clayson,166.0,19563,da Silva Vieira,Clayson,LW
1994-09-05,Vitor,185.0,15796,Bueno,Vitor Bueno,M
1995-04-24,Allano Brendon,182.0,11608,de Souza Lima,Allano,F
2002-05-22,Matheus,176.0,18619,Araújo,Matheus Araújo,AM
1997-03-23,Thiago,179.0,16137,Maia,Thiago Maia,M
2001-12-14,Luis,181.0,3988,Henrique,Luis Henrique,F
1998-02-12,Mateus,175.0,18526,Vital,Mateus Vital,M
1995-07-02,Lucas,188.0,7994,Verissimo,Lucas Verissimo,D
2003-01-04,Matías,165.0,17377,Segovia,Matías Segovia,M
2000-08-09,Rodrigo,175.0,17886,Nestor,Rodrigo Nestor,M
1990-06-06,Samuel,166.0,16146,Xavier,Samuel Xavier,D
2002-09-09,Jhonatan,178.0,16566,dos Santos Rosa,Jhon Jhon,AM
1993-06-16,Zé,175.0,16569,Rafael,Zé Rafael,M
1997-07-18,Matheus,191.0,13417,Babi,Matheus Babi,CF
1988-02-08,Renato,186.0,16027,Augusto,Renato Augusto,M
1996-05-05,Matheus,175.0,2044,Pereira,Matheus Pereira,M
2000-08-10,Eric,174.0,18026,Ramires,Eric Ramires,M
1991-07-12,James,181.0,1690,Rodríguez,James Rodríguez,M
1990-10-18,Fransergio,186.0,5970,Barbosa,Fransergio,M
1991-07-05,Everaldo,182.0,18560,Stum,Everaldo,F
1998-01-06,João Pedro,183.0,18562,Vilardi Pinto,Pepê,M
2000-03-01,Rômulo,182.0,18598,Zanre Zwarg,Rômulo,DM
1996-03-15,Joriwinnyson,190.0,17897,Santos dos Anjos Rodrigues,Jori,GK
1990-10-03,Sander,177.0,17989,Henrique Bortolotto,Sander,D
1996-06-03,Sebastián,172.0,15840,Gómez,Sebastián Gómez,M
2003-03-08,Kaiki,172.0,18516,Bruno da Silva,Kaiki,D
1989-04-17,Charles,171.0,4591,Aránguiz,Charles Aránguiz,M
1995-11-03,Matías,180.0,14399,Rojas,Matías Rojas,M
1997-09-07,Gustavo,169.0,16012,Mosquito,Gustavo Mosquito,F
2002-08-02,Talles,176.0,17887,Costa,Talles Costa,M
1989-04-10,Everton,174.0,13831,Ribeiro,Everton Ribeiro,M
1998-08-21,Alan,175.0,7571,Franco,Alan Franco,M
1995-05-13,Alex,182.0,15797,Santana,Alex Santana,M
2004-01-25,Rafael,,19125,Barcelos,Rafael Barcelos,DM
1997-09-05,Maximiliano,176.0,7385,Silvera,Maximiliano Silvera,F
2002-06-28,Daniel,169.0,18596,Martins,Daniel Martins,AM
1999-10-24,Vitor,168.0,18460,Jacaré,Vitor Jacaré,F
2001-03-01,Joao Fernando,188.0,18702,Monteiro Siqueira,Joao Fernando,GK
1991-08-23,Fabián,188.0,258,Balbuena,Fabián Balbuena,D
1997-05-20,Gerson,184.0,3981,Santos Da Silva,Gerson,M
1992-06-23,Pablo,185.0,16717,Teixeira,Pablo,F
2000-04-18,Gustavo,190.0,18696,dos Santos,Vilar,RCB
1994-09-28,Mateus,172.0,17913,Gonçalves,Mateus Gonçalves,F
1991-06-18,Mauricio,191.0,18373,Kozlinski,Mauricio Kozlinski,GK
1997-05-30,Luis Eduardo,175.0,16715,Marques dos Santos,Dudu,D
1999-01-08,Igor,175.0,18518,Formiga,Igor Formiga,D
1992-08-13,Ricardo,190.0,18075,Silva,Ricardo Silva,D
2001-09-16,Alexandre,184.0,16145,Jesus,Alexandre Jesus,F
2002-06-04,Rodrigo,176.0,18429,Alves,Rodrigo Alves,M
2002-02-24,Everton,170.0,18393,Souza Messias,Everton,F
1992-06-28,Mateus,192.0,17898,Pasinato,Mateus Pasinato,GK
1999-09-10,Bruno,180.0,16019,Méndez,Bruno Méndez,D
1999-04-01,Brenno,190.0,18461,Oliveira Fraga Costa,Brenno,GK
2000-10-06,Adson,171.0,16020,Ferreira Soares,Adson,F
1992-01-07,Eduardo,166.0,16714,Pereira Rodrigues,Dudu,F
1994-01-20,Lucas,182.0,17941,Piazon,Lucas Piazon,M
1996-03-06,Léo,183.0,18418,Pinheiro da Conceição,Léo,D
1990-02-01,Fellipe,178.0,17996,Bastos,Fellipe Bastos,M
2003-06-11,Kayky,172.0,5959,Chagas,Kayky,F
1996-03-13,Nathan,177.0,16738,Allan de Souza,Nathan,M
1980-09-30,Fábio,188.0,16750,Lopes Maciel,Fábio,GK
1990-07-09,Rafael,172.0,18105,Pereira da Silva,Rafael,D
1988-09-06,João,186.0,16166,Ricardo,João Ricardo,GK
2004-09-08,Patrick,174.0,18455,Verhon,Patrick Verhon,M
2003-05-09,Luis Henrique,178.0,18483,Hoffmann,Zinho,F
2001-03-10,Juan,177.0,18529,Christian,Juan Christian,F
2005-06-05,Deivid,187.0,18305,Washington,Deivid Washington,LW
2005-05-01,Kayky,185.0,18906,Almeida,Kayky Almeida,RCB
2000-05-02,Lucas,188.0,17982,Halter,Lucas Halter,D
1996-05-02,Benjamín,186.0,16565,Kuscevic,Benjamín Kuscevic,D
1992-09-27,Gabriel,194.0,18574,Vasconcelos Ferreira,Gabriel,GK
1996-05-16,Marcio,178.0,18605,Almeida de Oliveira,Marcinho,RB
1996-11-15,João,179.0,18580,Pedro,João Pedro,D
1995-04-28,Igor,190.0,15804,Rabello,Igor Rabello,D
2001-01-03,Lucas,173.0,16244,Ramos,Lucas Ramos,M
2001-02-25,Khellven,176.0,15780,Silva Oliveira,Khellven,D
2000-04-19,Marco Antônio,191.0,18488,de Oliveira Montes,Marcão,GK
1988-05-12,Marcelo,174.0,1680,da Silva,Marcelo,D
2000-01-19,Miranda,181.0,18419,Matheus dos Santos,Miranda,D
1997-03-16,Gonzalo,171.0,19612,Escobar,Gonzalo Escobar,LB
1996-04-19,Manuel,189.0,14736,Capasso,Manuel Capasso,D
1987-06-12,Carlos Gilberto,192.0,16024,do Nascimento Silva,Gil,D
2003-12-09,Renato,180.0,18810,Marques,Renato Marques,CF
1989-06-06,Willian,178.0,18496,Farias,Willian Farias,M
2001-02-11,Gabriel,172.0,18438,Pec,Gabriel Pec,F
1997-02-21,Zé,185.0,15788,Ivaldo,Zé Ivaldo,D
1988-12-11,Marcos,176.0,16556,Rocha,Marcos Rocha,D
2004-05-06,Cauan,183.0,18432,Barros,Cauan Barros,M
1987-06-06,Cássio,195.0,16009,Ramos,Cássio,GK
2002-05-09,Daniel,177.0,18528,Júnior,Daniel Júnior,M
2002-05-16,Bruno,181.0,14845,Zapelli,Bruno Zapelli,F
1996-02-02,Lucas,187.0,18512,Oliveira,Lucas Oliveira,D
1992-03-26,Emanuel,178.0,16174,Brítez,Emanuel Brítez,D
1991-06-21,Pablo,188.0,16716,Castro,Pablo,D
1998-12-28,Joaquim,190.0,17955,Pereira Silva,Joaquim,D
2002-02-18,Pedro,,18679,Vilhena,Pedro Vilhena,AM
2003-09-28,Júlio,186.0,18889,César,Júlio César,RCB
1996-04-28,Fabricio,167.0,16245,Bustos,Fabricio Bustos,D
1987-05-21,David,188.0,16159,Braz,David Braz,D
2004-05-14,Felipe,,18862,Negrucci,Felipe Negrucci,DM
1993-04-23,Washington,187.0,3697,Aguerre,Washington Aguerre,GK
2002-05-29,Felipe,182.0,19453,Andrade,Felipe Andrade,RCB
2003-05-20,Michel,188.0,18350,Rafael dos Santos,Michel,D
1986-06-23,Mariano,177.0,15809,Ferreira Filho,Mariano,D
1993-05-18,Luciano,180.0,17895,da Rocha Neves,Luciano,F
1995-12-28,Mauricio,187.0,11939,Lemos,Mauricio Lemos,D
1992-08-17,Diogo,179.0,18471,Barbosa,Diogo Barbosa,D
2000-06-13,Joao,189.0,8545,Marcelo,Joao Marcelo,D
1991-11-30,Juan Martín,179.0,16191,Lucero,Juan Martín Lucero,F
1994-10-11,Júnior,188.0,16185,Santos,Júnior Santos,F
2003-09-20,Pablo Henrique,180.0,19542,Almeida Silva,Pablinho,RW
1988-09-17,Thiago,187.0,15794,Heleno,Thiago Heleno,D
1993-05-06,Gustavo,185.0,16551,Gómez,Gustavo Gómez,D
2004-01-02,João Wellington,186.0,24320,Gadelha Melo de Oliveira,Japa,AM
2002-04-30,Luciano,184.0,15790,Arriagada,Luciano Arriagada,F
1996-01-07,Marcelo,181.0,16187,Benevenuto,Marcelo Benevenuto,D
1989-06-23,Rafael,192.0,18102,Pires Monteiro,Rafael,GK
1992-04-16,Marllon,186.0,18536,Jerônimo Borges,Marllon,D
2006-02-05,Pedro,170.0,18363,Silva dos Santos,Pedro,F
1999-03-10,Matheus,191.0,15812,Mendes,Matheus Mendes,GK
1996-11-10,Lucas,184.0,17972,Braga,Lucas Braga,F
1997-01-03,Reynaldo,186.0,18513,Cesar Moraes,Reynaldo,D
2002-03-18,Mateus,174.0,18838,Carvalho,Mateus Carvalho,DM
2005-04-25,Josué,,24313,Souza dos Santos,Josué,DM
1994-08-20,Gabriel,175.0,18614,Inocêncio,Gabriel Inocêncio,LB
1989-10-21,Bruno,180.0,20670,Henrique,Bruno Henrique,CM
1998-08-29,Claudio,174.0,16729,Rodrigues Gomes,Guga,D
1995-08-21,Agustin,193.0,14338,Rossi,Agustin Rossi,GK
1994-11-11,Philipe,191.0,17931,Sampaio,Philipe Sampaio,D
1998-07-16,Anderson,169.0,11652,Oliveira,Anderson Oliveira,M
1987-12-13,Weverton,189.0,13829,Pereira da Silva,Weverton,GK
1995-03-20,Leo,188.0,3939,Jardim,Leo Jardim,GK
1990-07-22,Everson,192.0,15808,Marques Pires,Everson,GK
1999-07-21,Diego,184.0,18071,Costa,Diego Costa,D
1997-04-10,Marcilio Florencio,188.0,16154,Mota Filho,Nino,D
1993-03-23,Sergio,190.0,13924,Rochet,Sergio Rochet,GK
1990-05-20,Rafael,186.0,6918,Cabral,Rafael,GK
1989-06-09,Danilo,185.0,17904,Avelar,Danilo Avelar,D
2001-02-26,Leonardo,186.0,18017,Realpe,Leonardo Realpe,D
1991-03-14,Walter,184.0,18465,Kannemann,Walter Kannemann,D
1996-04-13,Marcos,188.0,18440,Felipe,Marcos Felipe,GK
1988-04-03,Danilo,188.0,18442,Fernandes,Danilo Fernandes,GK
1996-02-24,Lucas,188.0,11481,Mineiro,Lucas Mineiro,M
1994-05-10,Gabriel,183.0,18425,Dias,Gabriel Dias,D
1991-03-27,Bartolomeu Jacinto,180.0,24065,Quissanga,Bastos,RCB
1993-09-08,Dalbert Henrique,181.0,12951,Chagas Estevão,Dalbert,D
1992-04-03,Juan,171.0,14774,Cazares,Juan Cazares,M
2002-01-05,Natanael,172.0,18495,Moreira Milouski,Natanael,D
2004-04-06,Léo,179.0,19469,Mana,Léo Mana,D
1998-11-08,Leonardo,166.0,3335,Fernández,Leonardo Fernández,M
1993-06-11,Helibelton,181.0,13239,Palacios,Helibelton Palacios,D
1993-05-25,Hyoran,174.0,15807,Kaue Dalmoro,Hyoran,M
2003-06-07,Calebe,,19128,Oliveira Costa,Calebe,M
2004-03-07,Kauã Diniz,,24913,Kauã Diniz,Kauã Diniz,DM
2002-05-21,Talisson,188.0,18388,de Almeida,Talisson,F
1992-07-04,Ángel,176.0,7663,Romero,Ángel Romero,F
1995-06-29,João,189.0,18107,Paulo,João Paulo,GK
1993-09-01,Guilherme,179.0,16175,de Jesus da Silva,Tinga,D
1986-01-10,Nino,168.0,17905,Paraíba,Nino Paraíba,D
1998-08-24,Joaquín,185.0,16557,Piquerez,Joaquín Piquerez,D
1994-07-05,Patric,181.0,18539,Calmon,Patric Calmon,D
1994-06-17,Martín,175.0,17908,Benítez,Martín Benítez,M
1994-03-27,Joao,178.0,5005,Victor,Joao Victor,F
2002-04-12,Gabriel,170.0,18345,Pirani,Gabriel Pirani,M
1998-10-01,Agustin,175.0,13928,Canobbio,Agustin Canobbio,F
2004-04-23,Gustavo,176.0,18391,Neves,Gustavinho,M
1995-02-05,Bruno,186.0,18489,Viana,Bruno Viana,D
1994-06-19,Lucas,178.0,16167,Crispim,Lucas Crispim,M
2006-07-21,Endrick,173.0,16552,Moreira de Sousa,Endrick,F
2003-01-18,Patryck,181.0,17880,Lanza dos Reis,Patryck,D
2001-03-18,Yuri,183.0,16028,Alberto,Yuri Alberto,F
2001-06-05,Natã Felipe,180.0,18468,de Amorim Santos,Natã,D
1994-06-04,Emmanuel,169.0,17912,Martínez,Emmanuel Martínez,F
1996-02-12,Fabrício,190.0,16125,Bruno,Fabrício Bruno,D
2002-06-08,Bruno,192.0,18839,Souza,Bruno Souza,GK
1989-02-19,Fernando,178.0,1906,Marcal Oliverira,Marcal,D
1990-08-18,Aderlan,182.0,18022,de Lima Silva,Aderlan,D
2002-01-10,Pablo,178.0,17884,Maia,Pablo Maia,M
1990-06-16,Pedro,181.0,16712,Henrique,Pedrao,F
1989-06-11,Fagner,168.0,16017,Conserva Lemos,Fagner,D
1999-06-10,Bento,190.0,15778,Matheus Krepski,Bento,GK
1999-04-07,Matheus,188.0,18540,Alexandre,Matheus Alexandre,D
1997-03-30,Bruno,175.0,8084,Ramos,Bruno Tabata,F
1997-05-06,Nathan,182.0,15814,Silva,Nathan Silva,D
1997-09-23,Wallisson Luiz,184.0,18520,Alves Máximo,Wallisson,M
1999-04-05,Gabriel,183.0,18008,Novaes,Gabriel Novaes,F
1996-03-16,Lucas,186.0,17906,Kal,Lucas Kal,M
1993-03-01,Alison,182.0,17964,Lopes Ferreira,Alison,M
2001-04-01,Gabriel,170.0,18459,Teixeira Aragão,Gabriel Teixeira,F
1992-09-14,Renê,174.0,16259,Rodrigues Martins,Renê,D
1997-11-28,Eduardo,196.0,18601,Santos,Eduarod Santos,RCB
2001-03-23,Denilson,180.0,18548,Alves Borges,Denilson,M
2002-07-03,Arthur,184.0,11757,Sales,Arthur Sales,F
1993-08-12,Filipe,183.0,18542,Augusto,Filipe Augusto,M
1995-03-11,José,177.0,16172,Welison,Zé Welison,M
2000-01-07,João Paulo,178.0,18478,de Souza Mares,Bitello,M
1993-04-30,Gustavo,181.0,17944,Sauer,Gustavo Sauer,F
1999-09-14,Fernando,181.0,16751,Pereira Bueno Júnior,Fernando,D
1999-02-04,Julián,169.0,17998,Palacios,Julián Palacios,M
1993-02-07,Bruno,182.0,17990,Santos,Bruno Santos,D
1993-09-14,Zé,184.0,18507,Roberto,Zé Roberto,F
2002-02-14,Guilherme,178.0,18602,Lopes,Guilherme Lopes,LB
2003-02-16,Luis Eduardo,179.0,18473,Soares da Silva,Cuiabano,D
2001-06-15,Vinicius Rodrigues,171.0,18778,Adelino dos Santos,Dodozinho,AM
2001-10-14,Lucas,183.0,14806,Esquivel,Lucas Esquivel,D
1993-06-25,Alisson,174.0,18073,de Freitas Castro,Alisson,F
1996-08-06,Neto,176.0,18524,Moura,Neto Moura,M
2002-04-25,Jhoanner,182.0,18448,Chávez,Jhoanner Chávez,D
1997-03-17,Everton,177.0,18485,Galdino,Everton Galdino,F
2003-05-02,Marcos,176.0,17976,Leonardo,Marcos Leonardo,F
1997-01-08,Paulinho,173.0,20674,Paula,Paulinho Paula,CM
2002-05-09,Matheus,187.0,16257,Dias,Matheus Dias,M
1992-01-13,Madson,182.0,15785,Ferreira dos Santos,Madson,D
2003-01-11,Rodrigo,180.0,17918,Varanda,Rodrigo Varanda,F
2002-07-04,Murillo,182.0,18361,Costa dos Santos,Murillo,D
1991-05-21,Guilherme,174.0,18594,Costa Marques,Guilherme,AM
1983-06-26,Felipe,183.0,16161,Melo,Felipe Melo,M
2000-06-02,Richard,187.0,3658,Rios,Richard Rios,M
1991-05-30,Robson,175.0,18566,dos Santos Fernandes,Robson,F
1989-09-13,Luciano,187.0,18515,Castán,Luciano Castán,D
1991-05-20,Vitor,187.0,11999,Hugo,Vitor Hugo,D
1995-05-06,Lucas,181.0,18027,Evangelista,Lucas Evangelista,M
1986-07-27,Matheus,192.0,17899,Cavichioli,Matheus Cavichioli,GK
2000-03-26,Fausto,180.0,16025,Vera,Fausto Vera,M
1997-11-04,Everton,185.0,18298,Morelli,Everton Morelli,CM
1995-01-02,Júlio César,186.0,18452,de Rezende Miranda,Rezende,M
1997-03-16,Maurício,183.0,20686,Garcez,Maurício Garcez,LW
1995-04-06,Sergio,180.0,12427,Da Luiz Junior,Sergio,F
1994-10-07,Wanderson,175.0,16243,Sousa Campos,Wanderson,F
2003-10-01,Weslley,164.0,18902,Patati,Weslley Patati,LW
1997-03-03,Allan,172.0,16704,Rodrigues de Souza,Allan,M
1998-11-08,Maycon,191.0,18013,Cleiton,Maycon Cleiton,GK
1992-11-10,Mayke,178.0,16550,Rocha de Oliveira,Mayke,D
2005-03-05,Wesley,180.0,18816,Gassova Ribeiro,Wesley,LW
1991-04-16,Bruno,185.0,18466,Alves,Bruno Alves,D
2000-01-15,Imanol,170.0,14817,Machuca,Imanol Machuca,F
1987-08-03,Gary,171.0,12735,Medel,Gary Medel,D
1998-01-18,Nicolás,185.0,15784,Hernández,Nicolás Hernández,D
1997-08-29,Hugo,179.0,18082,Ferreira de Farias,Hugo,D
2004-05-21,João,176.0,17882,Moreira,João Moreira,D
1999-09-27,Derik,191.0,20671,Lacerda,Derik Lacerda,CF
1995-06-19,Raphael,176.0,16558,Veiga,Raphael Veiga,M
1995-06-25,Marcelino,175.0,2353,Moreno,Marcelino Moreno,M
1996-01-21,Cristian,174.0,854,Pavon,Cristian Pavon,F
1998-06-22,Jean,179.0,3893,Lucas,Jean Lucas,M
1997-03-03,Pedro,181.0,19902,Augusto,Pedro Augusto,DM
1997-11-14,Erick,176.0,15786,Conrado Carvalho,Erick,M
1995-11-30,Rafael,183.0,9862,Ratao,Rafael Ratao,F
1998-06-30,Matheus,183.0,1520,Fernandes,Matheus Fernandes,M
1987-03-18,Gabriel,181.0,16248,Mercado,Gabriel Mercado,D
2004-03-29,Kevyson,178.0,17959,Costa e Silva,Kevyson,D
2003-04-18,Pedro,177.0,23509,Fonseca de Araújo,Pedrinho,AM
1989-10-17,Carlos,184.0,18106,Eduardo,Carlos Eduardo,M
1996-12-31,Raniele,184.0,18541,Almeida Melo,Raniele,M
1998-02-15,Artur,168.0,18088,Guimarães,Artur,F
2002-06-20,Thiago,190.0,18814,Dombroski,Thiago Dombroski,LCB
1993-10-15,Víctor,180.0,16018,Cantillo,Víctor Cantillo,M
1993-04-28,Gonzalo,180.0,17920,Mastriani,Gonzalo Mastriani,F
2006-11-06,Julio,,24043,Fidelis,Julio Fidelis,D
1993-05-16,Willian,179.0,17992,Oliveira,Willian Oliveira,M
1999-04-01,Vitor,181.0,8378,dos Santos,Vitinho,F
1986-10-14,Henrique,185.0,18575,Adriano Buss,Henrique,D
1997-01-13,Joao,187.0,11717,Basso,Joao Basso,D
1985-01-04,Réver,192.0,15813,Alves de Araújo,Réver,D
1985-09-16,Fábio,179.0,16026,Santos,Fábio Santos,D
1990-05-29,Mario,169.0,16130,Santos,Marinho,F
2001-07-04,David,190.0,23368,Sousa,David Sousa,LCB
1991-05-08,Deyverson,187.0,18558,Brum Silva Acosta,Deyverson,F
2004-01-04,Wesley,,19336,Da Costa Silva,Wesley,LB
1995-05-11,Rony,167.0,16549,da Silva Barbosa,Rony,F
1990-07-09,Lucas,176.0,18081,Lima,Lucas Lima,M
1987-10-23,Adilson,173.0,18078,dos Anjos Oliveira,Juninho,M
1994-05-04,Otavio,173.0,4270,Henrique Passos Santos,Otavio,M
1987-01-10,Felipe,174.0,17914,Azevedo,Felipe Azevedo,F
1991-05-13,Alan,177.0,9187,Patrick,Alan Patrick,M
1992-08-30,Tchê,175.0,17939,Tchê,Tchê Tchê,M
1996-01-31,Léo,189.0,16735,Pereira,Léo Pereira,D
1990-05-31,Giuliano,172.0,16014,Victor de Paula,Giuliano,M
1992-10-26,Bruno,183.0,17988,Melo,Bruno Melo,D
2001-12-23,Andrés,178.0,18021,Hurtado,Andrés Hurtado,D
1998-07-03,Arthur,174.0,11624,Gomes,Arthur Gomes,F
2002-07-03,Gabriel,178.0,18581,Silva,Gabriel Silva,M
1993-01-06,Wellington,170.0,18556,Silva,Wellington Silva,F
1997-06-30,Yeferson,160.0,3084,Soteldo,Yeferson Soteldo,F
1999-08-29,Luciano,176.0,23456,Juba,Luciano Juba,LW
2001-10-05,Matheus,176.0,16164,Martinelli Lima,Martinelli,M
2001-11-15,Henry,175.0,18600,Mosquera,Henry Mosquera,LW
1997-01-24,Mathías,178.0,18476,Villasanti,Mathías Villasanti,M
2004-04-27,Thiago,,24441,Henrique,Thiago Henrique,DM
1996-03-22,Matheus,183.0,16188,Jussa,Matheus Jussa,M
1999-04-14,Nicolás,173.0,978,Acevedo,Nicolás Acevedo,M
1994-03-10,Alan,186.0,18535,Empereur,Alan Empereur,D
2006-06-07,João,178.0,24316,Dalla Corte,João Dalla Corte,LCB
1985-09-07,Marcio Rafael,172.0,18103,Ferreira de Souza,Rafinha,D
1997-07-15,Maycon,173.0,9113,Barberan,Maycon,M
1997-06-20,Pedro,185.0,13830,Guilherme,Pedro,F
2001-09-20,Hugo,175.0,18080,Ferreira Neto,Hugo,D
1993-08-03,Vinícius,179.0,18000,Santos Silva,Vinícius,F
1985-05-04,Fernando,179.0,19,Luiz Roza,Fernandinho,M
1996-01-24,Breno,178.0,16555,Lopes,Breno Lopes,F
1988-10-15,Pablo,187.0,14846,Vegetti,Pablo Vegetti,F
1995-09-07,Marlon,182.0,8644,da Silva,Marlon,D
2001-04-04,Bruno,175.0,18499,Gomes,Bruno Gomes,M
1996-01-03,Rodrigo,174.0,17963,Fernández,Rodrigo Fernández,M
2000-07-15,Paulo,177.0,4596,Henrique Sampaio Filho,Paulinho,F
1989-09-28,Reinaldo,178.0,18472,Manoel da Silva,Reinaldo,D
2001-05-20,Jadsom,176.0,18023,Meemyas de Oliveira da Silva,Jadsom,M
1992-06-28,Wellington,172.0,17890,Rato,Wellington Rato,M
1996-06-11,Vinícius,181.0,16160,Moreira de Lima,Lima,F
1997-02-15,Joao,195.0,19572,Magno,Joao Magno,CF
1989-11-04,Enner,177.0,11960,Valencia,Enner Valencia,F
2000-03-23,Ruan,176.0,19306,Oliveira,Ruan Oliveira,AM
2004-02-23,João,,21128,Vitor,João Vitor,RCB
1991-12-08,Bruno,174.0,16189,Pacheco,Bruno Pacheco,D
1997-03-07,Bruno,177.0,18579,Rodrigues,Bruno Rodrigues,F
1997-06-19,Ayrton,180.0,16136,Lucas,Ayrton Lucas,D
1991-07-10,Jonathan,175.0,18555,Cafú,Jonathan Cafú,F
1999-01-21,Zé,184.0,18428,Gabriel,Zé Gabriel,M
2000-04-25,Helinho,175.0,18028,Nunes de Castro,Helinho,F
1996-12-04,Diogo,193.0,6598,De Oliveira,Diogo De Oliveira,F
1995-05-12,Thaciano,182.0,18454,Mickael da Silva,Thaciano,M
1997-06-18,Eduard,180.0,1285,Atuesta,Eduard Atuesta,M
1996-08-15,Franco,175.0,18480,Cristaldo,Franco Cristaldo,M
1986-07-25,Givanildo,180.0,15816,Vieira de Souza,Hulk,F
1988-11-19,Victor,187.0,17930,Cuesta,Victor Cuesta,D
2000-12-19,Christian,178.0,15798,Alves Cardoso,Christian,M
2003-11-24,Lucas,186.0,17877,Beraldo,Lucas Beraldo,D
2000-04-30,Calebe,173.0,15810,Ferreira da Silva,Calebe,M
2001-07-16,André,176.0,16163,da Costa Neto,André,M
2001-06-22,Maurício,174.0,16250,Magalhães Prado,Maurício,M
2005-09-28,Gabriel,185.0,19468,Moscardo,Gabriel Moscardo,M
1994-02-13,Marlon,177.0,17903,Lopes,Marlon Lopes,D
1992-08-13,Lucas,172.0,85,Moura,Lucas Moura,F
1997-05-20,Marlon,178.0,12963,Rodrigues Xavier,Marlon,D
1995-09-15,Cauly,175.0,18456,Oliveira Souza,Cauly Oliveira Souza,M
1993-03-05,Eduardo,180.0,19608,da Silva Júnior,Edu,CF
2000-10-09,Lucas,175.0,18421,Piton,Lucas Piton,D
1994-12-17,Fernando,178.0,18544,Sobral,Fernando Sobral,M
2003-10-08,Alexsander,177.0,16155,Gomes da Costa,Alexsander,M
2004-03-03,Matheus,182.0,17946,Nascimento,Matheus Nascimento,F
1987-01-24,Luis,182.0,1535,Suarez,Luis Suarez,F
2000-03-05,Tomás,176.0,15787,Cuello,Tomás Cuello,F
1994-01-15,Erick,187.0,16135,Pulgar,Erick Pulgar,M
1992-02-24,Eduardo,173.0,15805,Sasha,Eduardo Sasha,F
1999-04-25,Carlos,187.0,20672,de Menezes Júnior,Cacá,RCB
1991-10-22,Robert,189.0,13936,Arboleda,Robert Arboleda,D
1991-09-11,Pablo,179.0,18546,Ceppelini,Pablo Ceppelini,M
2002-05-18,John,181.0,18347,Kennedy,John Kennedy,F
1992-07-29,Maycon Vinícius,174.0,18527,Ferreira da Cruz,Nikão,M
2003-01-28,Lucas Eduardo,,18616,Muller,Mila,DM
1998-03-10,Matías,171.0,15803,Zaracho,Matías Zaracho,M
2000-02-07,Emerson,196.0,18293,Júnior,Emerson Júnior,GK
1990-03-30,Douglas,188.0,17926,Borges,Douglas Borges,GK
1991-07-12,Rodrigo,187.0,13211,Battaglia,Rodrigo Battaglia,M
1998-01-03,Hugo,177.0,15781,Moura,Hugo Moura,M
1991-02-07,Wanderson,186.0,18074,Santos Pereira,Wanderson,D
1992-06-05,Yago,169.0,16177,Pikachu,Yago Pikachu,D
2002-02-23,André,185.0,18620,Luiz,André Luiz,CF
2001-05-06,Gabriel,190.0,18447,Xavier,Gabriel Xavier,D
1988-07-25,José Paulo,183.0,16755,Bezerra Maciel Júnior,Paulinho,M
1995-03-27,Marlon,185.0,17935,Freitas,Marlon Freitas,M
1996-01-20,Filipe,174.0,18521,Machado,Filipe Machado,M
1988-02-02,Germán,176.0,16141,Cano,Germán Cano,F
